Latitude,Longitude,Name
96.18333333333334,-3.6166666666666667,2000
96.18333333333334,-4.616666666666667,2001
96.18333333333334,-5.616666666666667,2002
96.18333333333334,-6.516666666666667,2003
96.18333333333334,-6.616666666666667,2004
96.18333333333334,-7.616666666666667,2005
96.18333333333334,-8.616666666666667,2006
96.18333333333334,-9.616666666666667,2007
96.18333333333334,-0.6833333333333333,2008
96.18333333333334,-2.7,2009
96.18333333333334,-2.7333333333333334,2010
96.18333333333334,-2.8166666666666664,2011
96.18333333333334,-5.683333333333334,2012
96.18333333333334,-8.666666666666666,2013
96.18333333333334,-8.8,2014
96.18333333333334,-9.7,2015
96.18333333333334,-0.8333333333333334,2016
96.18333333333334,-1.9,2017
96.18333333333334,-1.9666666666666668,2018
96.18333333333334,-4.85,2019
96.18333333333334,-4.95,2020
96.18333333333334,-6.9,2021
96.18333333333334,-6.983333333333333,2022
96.18333333333334,-7.933333333333334,2023
96.18333333333334,-1.0666666666666667,2024
96.18333333333334,-3.05,2025
96.18333333333334,-4.016666666666667,2026
96.18333333333334,-4.1,2027
96.18333333333334,-5.033333333333333,2028
96.18333333333334,-7.016666666666667,2029
96.18333333333334,-9.0,2030
96.18333333333334,-9.1,2031
96.18333333333334,-1.1833333333333333,2032
96.18333333333334,-1.3,2033
96.18333333333334,-3.1833333333333336,2034
96.18333333333334,-3.283333333333333,2035
96.18333333333334,-5.266666666666667,2036
96.18333333333334,-7.25,2037
96.18333333333334,-7.283333333333333,2038
96.18333333333334,-8.183333333333334,2039
96.18333333333334,-9.233333333333334,2040
96.18333333333334,-1.4,2041
96.18333333333334,-2.35,2042
96.18333333333334,-5.383333333333333,2043
96.18333333333334,-5.466666666666667,2044
96.18333333333334,-6.35,2045
96.18333333333334,-7.483333333333333,2046
96.18333333333334,-9.4,2047
96.18333333333334,-9.466666666666667,2048
96.18333333333334,-1.5166666666666666,2049
96.18333333333334,-1.6166666666666667,2050
96.18333333333334,-2.583333333333333,2051
96.18333333333334,-3.65,2052
96.18333333333334,-6.566666666666666,2053
96.18333333333334,-7.583333333333333,2054
96.18333333333334,-10.616666666666667,2055
17.516666666666666,-50.31666666666667,2056
17.516666666666666,-55.166666666666664,2057
17.516666666666666,-56.18333333333333,2058
17.516666666666666,-57.2,2059
17.516666666666666,-58.21666666666667,2060
17.516666666666666,-59.233333333333334,2061
17.516666666666666,-54.4,2062
17.516666666666666,-51.6,2063
17.516666666666666,-55.68333333333333,2064
17.516666666666666,-59.78333333333333,2065
17.516666666666666,-52.88333333333333,2066
17.516666666666666,-55.86666666666667,2067
17.516666666666666,-58.85,2068
17.516666666666666,-58.95,2069
17.516666666666666,-52.15,2070
17.516666666666666,-55.13333333333333,2071
17.516666666666666,-58.11666666666667,2072
17.516666666666666,-54.166666666666664,2073
17.516666666666666,-57.28333333333333,2074
17.516666666666666,-51.36666666666667,2075
17.516666666666666,-56.45,2076
17.516666666666666,-53.516666666666666,2077
